ZONE I=5, J=5
1.9 1.125 -0.875393
2 1.125 -0.925346
1.6 1.1625 -0.31
1.7 1.1625 -0.544437
1.8 1.1625 -0.722091
1.9 1.1625 -0.842962
2 1.1625 -0.907048
1.6 1.2 -0.202521
1.7 1.2 -0.462981
1.8 1.2 -0.663606
1.9 1.2 -0.804397
2 1.2 -0.885352
ZONE I=5, J=5
0 1.2 0.999798
0.1 1.2 0.999706
0.2 1.2 0.999345
0.3 1.2 0.998716
0.4 1.2 0.997817
0 1.2375 0.999838
0.1 1.2375 0.999766
0.2 1.2375 0.999478
0.3 1.2375 0.998972
0.4 1.2375 0.99825
0 1.275 0.999871
0.1 1.275 0.999816
0.2 1.275 0.999587
0.3 1.275 0.999185
0.4 1.275 0.99861
0 1.3125 0.999898
0.1 1.3125 0.999855
0.2 1.3125 0.999674
0.3 1.3125 0.999355
0.4 1.3125 0.998898
0 1.35 0.999918
0.1 1.35 0.999884
0.2 1.35 0.999738
0.3 1.35 0.999481
0.4 1.35 0.999113
ZONE I=5, J=5
0.4 1.2 0.997817
0.5 1.2 0.996668
0.6 1.2 0.992491
0.7 1.2 0.985288
0.8 1.2 0.975056
0.4 1.2375 0.99825
0.5 1.2375 0.997314
0.6 1.2375 0.993958
0.7 1.2375 0.988184
0.8 1.2375 0.979991
0.4 1.275 0.99861
0.5 1.275 0.997855
0.6 1.275 0.995187
0.7 1.275 0.990606
0.8 1.275 0.984113
0.4 1.3125 0.998898
0.5 1.3125 0.998292
0.6 1.3125 0.996178
0.7 1.3125 0.992554
0.8 1.3125 0.98742
0.4 1.35 0.999113
0.5 1.35 0.998625
0.6 1.35 0.99693
0.7 1.35 0.994026
0.8 1.35 0.989914
ZONE I=5, J=5
0.8 1.2 0.975056
0.9 1.2 0.962119
1 1.2 0.92253
1.1 1.2 0.856291
1.2 1.2 0.763401
0.8 1.2375 0.979991
0.9 1.2375 0.969962
1 1.2375 0.937454
1.1 1.2375 0.882468
1.2 1.2375 0.805004
0.8 1.275 0.984113
0.9 1.275 0.976428
1 1.275 0.949963
1.1 1.275 0.904716
1.2 1.275 0.840689
0.8 1.3125 0.98742
0.9 1.3125 0.981519
1 1.3125 0.960058
1.1 1.3125 0.923037
1.2 1.3125 0.870457
0.8 1.35 0.989914
0.9 1.35 0.985234
1 1.35 0.967739
1.1 1.35 0.93743
1.2 1.35 0.894306
ZONE I=5, J=5
1.2 1.2 0.763401
1.3 1.2 0.594786
1.4 1.2 0.377594
1.5 1.2 0.111825
1.6 1.2 -0.202521
1.2 1.2375 0.805004
1.3 1.2375 0.665158
1.4 1.2375 0.46959
1.5 1.2375 0.2183
1.6 1.2375 -0.0887128
1.2 1.275 0.840689
1.3 1.275 0.726399
1.4 1.275 0.552245
1.5 1.275 0.318228
1.6 1.275 0.0243476
1.2 1.3125 0.870457
1.3 1.3125 0.778508
1.4 1.3125 0.62556
1.5 1.3125 0.41161
1.6 1.3125 0.136661
1.2 1.35 0.894306
1.3 1.35 0.821486
1.4 1.35 0.689533
1.5 1.35 0.498446
1.6 1.35 0.248227
ZONE I=5, J=5
1.6 1.2 -0.202521
1.7 1.2 -0.462981
1.8 1.2 -0.663606
1.9 1.2 -0.804397
2 1.2 -0.885352
1.6 1.2375 -0.0887128
1.7 1.2375 -0.372236
1.8 1.2375 -0.595114
1.9 1.2375 -0.757347
2 1.2375 -0.858935
1.6 1.275 0.0243476
1.7 1.275 -0.275723
1.8 1.275 -0.51745
1.9 1.275 -0.700831
2 1.275 -0.825868
1.6 1.3125 0.136661
1.7 1.3125 -0.173444
1.8 1.3125 -0.430615
1.9 1.3125 -0.63485
2 1.3125 -0.786151
1.6 1.35 0.248227
1.7 1.35 -0.0653983
1.8 1.35 -0.334608
1.9 1.35 -0.559403
2 1.35 -0.739783
ZONE I=5, J=5
0 1.35 0.999918
0.1 1.35 0.999884
0.2 1.35 0.999738
0.3 1.35 0.999481
0.4 1.35 0.999113
0 1.3875 0.999934
0.1 1.3875 0.999907
0.2 1.3875 0.99979
0.3 1.3875 0.999583
0.4 1.3875 0.999287
0 1.425 0.999948
0.1 1.425 0.999925
0.2 1.425 0.999832
0.3 1.425 0.999667
0.4 1.425 0.999432
0 1.4625 0.999958
0.1 1.4625 0.99994
0.2 1.4625 0.999865
0.3 1.4625 0.999734
0.4 1.4625 0.999547
0 1.5 0.999967
0.1 1.5 0.99995
0.2 1.5 0.999889
0.3 1.5 0.999783
0.4 1.5 0.999632
ZONE I=5, J=5
0.4 1.35 0.999113
0.5 1.35 0.998625
0.6 1.35 0.99693
0.7 1.35 0.994026
0.8 1.35 0.989914
0.4 1.3875 0.999287
0.5 1.3875 0.998898
0.6 1.3875 0.997542
0.7 1.3875 0.995219
0.8 1.3875 0.99193
0.4 1.425 0.999432
0.5 1.425 0.999127
0.6 1.425 0.998055
0.7 1.425 0.996215
0.8 1.425 0.993607
0.4 1.4625 0.999547
0.5 1.4625 0.999312
0.6 1.4625 0.998467
0.7 1.4625 0.997012
0.8 1.4625 0.994947
0.4 1.5 0.999632
0.5 1.5 0.999452
0.6 1.5 0.998778
0.7 1.5 0.997611
0.8 1.5 0.995949
ZONE I=5, J=5
0.8 1.35 0.989914
0.9 1.35 0.985234
1 1.35 0.967739
1.1 1.35 0.93743
1.2 1.35 0.894306
0.8 1.3875 0.99193
0.9 1.3875 0.988204
1 1.3875 0.974007
1.1 1.3875 0.949339
1.2 1.3875 0.914198
0.8 1.425 0.993607
0.9 1.425 0.990641
1 1.425 0.979243
1.1 1.425 0.959413
1.2 1.425 0.931151
0.8 1.4625 0.994947
0.9 1.4625 0.992543
1 1.4625 0.983445
1.1 1.4625 0.967652
1.2 1.4625 0.945164
0.8 1.5 0.995949
0.9 1.5 0.993912
1 1.5 0.986614
1.1 1.5 0.974056
1.2 1.5 0.956237
ZONE I=5, J=5
1.2 1.35 0.894306
1.3 1.35 0.821486
1.4 1.35 0.689533
1.5 1.35 0.498446
1.6 1.35 0.248227
1.2 1.3875 0.914198
1.3 1.3875 0.856682
1.4 1.3875 0.743826
1.5 1.3875 0.57563
1.6 1.3875 0.352094
1.2 1.425 0.931151
1.3 1.425 0.886388
1.4 1.425 0.790621
1.5 1.425 0.64385
1.6 1.425 0.446073
1.2 1.4625 0.945164
1.3 1.4625 0.910606
1.4 1.4625 0.829921
1.5 1.4625 0.703107
1.6 1.4625 0.530165
1.2 1.5 0.956237
1.3 1.5 0.929335
1.4 1.5 0.861723
1.5 1.5 0.753401
1.6 1.5 0.604368
ZONE I=5, J=5
1.6 1.35 0.248227
1.7 1.35 -0.0653983
1.8 1.35 -0.334608
1.9 1.35 -0.559403
2 1.35 -0.739783
1.6 1.3875 0.352094
1.7 1.3875 0.044847
1.8 1.3875 -0.23036
1.9 1.3875 -0.473526
2 1.3875 -0.684652
1.6 1.425 0.446073
1.7 1.425 0.152354
1.8 1.425 -0.123231
1.9 1.425 -0.380681
2 1.425 -0.619997
1.6 1.4625 0.530165
1.7 1.4625 0.257123
1.8 1.4625 -0.0132216
1.9 1.4625 -0.280869
2 1.4625 -0.545819
1.6 1.5 0.604368
1.7 1.5 0.359154
1.8 1.5 0.099668
1.9 1.5 -0.174089
2 1.5 -0.462117
