ZONE I=5, J=5
1.9 1.1625 -0.44223
2 1.1625 -0.588259
1.6 1.2 0.197375
1.7 1.2 -4.44089e-16
1.8 1.2 -0.197375
1.9 1.2 -0.379949
2 1.2 -0.53705
ZONE I=5, J=5
0 1.2 0.997775
0.1 1.2 0.996682
0.2 1.2 0.995055
0.3 1.2 0.992632
0.4 1.2 0.989027
0 1.2375 0.998085
0.1 1.2375 0.997144
0.2 1.2375 0.995742
0.3 1.2375 0.993655
0.4 1.2375 0.990549
0 1.275 0.998351
0.1 1.275 0.997541
0.2 1.275 0.996334
0.3 1.275 0.994536
0.4 1.275 0.99186
0 1.3125 0.998581
0.1 1.3125 0.997883
0.2 1.3125 0.996844
0.3 1.3125 0.995295
0.4 1.3125 0.99299
0 1.35 0.998778
0.1 1.35 0.998178
0.2 1.35 0.997283
0.3 1.35 0.995949
0.4 1.35 0.993963
ZONE I=5, J=5
0.4 1.2 0.989027
0.5 1.2 0.983675
0.6 1.2 0.975743
0.7 1.2 0.964028
0.8 1.2 0.946806
0.4 1.2375 0.990549
0.5 1.2375 0.985933
0.6 1.2375 0.979087
0.7 1.2375 0.96896
0.8 1.2375 0.954045
0.4 1.275 0.99186
0.5 1.275 0.98788
0.6 1.275 0.981973
0.7 1.275 0.973226
0.8 1.275 0.960319
0.4 1.3125 0.99299
0.5 1.3125 0.98956
0.6 1.3125 0.984465
0.7 1.3125 0.976912
0.8 1.3125 0.965752
0.4 1.35 0.993963
0.5 1.35 0.991007
0.6 1.35 0.986614
0.7 1.35 0.980096
0.8 1.35 0.970452
ZONE I=5, J=5
0.8 1.2 0.946806
0.9 1.2 0.921669
1 1.2 0.885352
1.1 1.2 0.833655
1.2 1.2 0.761594
0.8 1.2375 0.954045
0.9 1.2375 0.93221
1 1.2375 0.900527
1.1 1.2375 0.855147
1.2 1.2375 0.791338
0.8 1.275 0.960319
0.9 1.275 0.941376
1 1.275 0.913785
1.1 1.275 0.874053
1.2 1.275 0.817754
0.8 1.3125 0.965752
0.9 1.3125 0.949335
1 1.3125 0.925346
1.1 1.3125 0.890637
1.2 1.3125 0.841123
0.8 1.35 0.970452
0.9 1.35 0.956237
1 1.35 0.935409
1.1 1.35 0.905148
1.2 1.35 0.861723
ZONE I=5, J=5
1.2 1.2 0.761594
1.3 1.2 0.664037
1.4 1.2 0.53705
1.5 1.2 0.379949
1.6 1.2 0.197375
1.2 1.2375 0.791338
1.3 1.2375 0.703906
1.4 1.2375 0.588259
1.5 1.2375 0.44223
1.6 1.2375 0.268271
1.2 1.275 0.817754
1.3 1.275 0.739783
1.4 1.275 0.635149
1.5 1.275 0.50052
1.6 1.275 0.336376
1.2 1.3125 0.841123
1.3 1.3125 0.771895
1.4 1.3125 0.677782
1.5 1.3125 0.5546
1.6 1.3125 0.401134
1.2 1.35 0.861723
1.3 1.35 0.800499
1.4 1.35 0.716298
1.5 1.35 0.604368
1.6 1.35 0.462117
ZONE I=5, J=5
1.6 1.2 0.197375
1.7 1.2 -4.44089e-16
1.8 1.2 -0.197375
1.9 1.2 -0.379949
2 1.2 -0.53705
1.6 1.2375 0.268271
1.7 1.2375 0.0748597
1.8 1.2375 -0.124353
1.9 1.2375 -0.314021
2 1.2375 -0.48155
1.6 1.275 0.336376
1.7 1.275 0.148885
1.8 1.275 -0.0499584
1.9 1.275 -0.244919
2 1.275 -0.421899
1.6 1.3125 0.401134
1.7 1.3125 0.221278
1.8 1.3125 0.0249948
1.9 1.3125 -0.173235
2 1.3125 -0.358357
1.6 1.35 0.462117
1.7 1.35 0.291313
1.8 1.35 0.099668
1.9 1.35 -0.099668
2 1.35 -0.291313
ZONE I=5, J=5
0 1.35 0.998778
0.1 1.35 0.998178
0.2 1.35 0.997283
0.3 1.35 0.995949
0.4 1.35 0.993963
0 1.3875 0.998948
0.1 1.3875 0.998432
0.2 1.3875 0.997661
0.3 1.3875 0.996513
0.4 1.3875 0.994802
0 1.425 0.999095
0.1 1.425 0.99865
0.2 1.425 0.997986
0.3 1.425 0.996998
0.4 1.425 0.995524
0 1.4625 0.999221
0.1 1.4625 0.998838
0.2 1.4625 0.998267
0.3 1.4625 0.997415
0.4 1.4625 0.996147
0 1.5 0.999329
0.1 1.5 0.999
0.2 1.5 0.998508
0.3 1.5 0.997775
0.4 1.5 0.996682
ZONE I=5, J=5
0.4 1.35 0.993963
0.5 1.35 0.991007
0.6 1.35 0.986614
0.7 1.35 0.980096
0.8 1.35 0.970452
0.4 1.3875 0.994802
0.5 1.3875 0.992255
0.6 1.3875 0.988468
0.7 1.3875 0.982845
0.8 1.3875 0.974515
0.4 1.425 0.995524
0.5 1.425 0.99333
0.6 1.425 0.990066
0.7 1.425 0.985217
0.8 1.425 0.978026
0.4 1.4625 0.996147
0.5 1.4625 0.994257
0.6 1.4625 0.991444
0.7 1.4625 0.987263
0.8 1.4625 0.981058
0.4 1.5 0.996682
0.5 1.5 0.995055
0.6 1.5 0.992632
0.7 1.5 0.989027
0.8 1.5 0.983675
ZONE I=5, J=5
0.8 1.35 0.970452
0.9 1.35 0.956237
1 1.35 0.935409
1.1 1.35 0.905148
1.2 1.35 0.861723
0.8 1.3875 0.974515
0.9 1.3875 0.962218
1 1.3875 0.944155
1.1 1.3875 0.917817
1.2 1.3875 0.879827
0.8 1.425 0.978026
0.9 1.425 0.967395
1 1.425 0.951746
1.1 1.425 0.928858
1.2 1.425 0.895693
0.8 1.4625 0.981058
0.9 1.4625 0.971873
1 1.4625 0.958327
1.1 1.4625 0.938462
1.2 1.4625 0.909565
0.8 1.5 0.983675
0.9 1.5 0.975743
1 1.5 0.964028
1.1 1.5 0.946806
1.2 1.5 0.921669
ZONE I=5, J=5
1.2 1.35 0.861723
1.3 1.35 0.800499
1.4 1.35 0.716298
1.5 1.35 0.604368
1.6 1.35 0.462117
1.2 1.3875 0.879827
1.3 1.3875 0.825868
1.4 1.3875 0.750893
1.5 1.3875 0.649827
1.6 1.3875 0.519022
1.2 1.425 0.895693
1.3 1.425 0.848284
1.4 1.425 0.781806
1.5 1.425 0.691069
1.6 1.425 0.57167
1.2 1.4625 0.909565
1.3 1.4625 0.868022
1.4 1.4625 0.809301
1.5 1.4625 0.728254
1.6 1.4625 0.619997
1.2 1.5 0.921669
1.3 1.5 0.885352
1.4 1.5 0.833655
1.5 1.5 0.761594
1.6 1.5 0.664037
ZONE I=5, J=5
1.6 1.35 0.462117
1.7 1.35 0.291313
1.8 1.35 0.099668
1.9 1.35 -0.099668
2 1.35 -0.291313
1.6 1.3875 0.519022
1.7 1.3875 0.358357
1.8 1.3875 0.173235
1.9 1.3875 -0.0249948
2 1.3875 -0.221278
1.6 1.425 0.57167
1.7 1.425 0.421899
1.8 1.425 0.244919
1.9 1.425 0.0499584
2 1.425 -0.148885
1.6 1.4625 0.619997
1.7 1.4625 0.48155
1.8 1.4625 0.314021
1.9 1.4625 0.124353
2 1.4625 -0.0748597
1.6 1.5 0.664037
1.7 1.5 0.53705
1.8 1.5 0.379949
1.9 1.5 0.197375
2 1.5 0
